CountryShort,CountryLong,Year,ValueNumeric,Unit,Data_source
ES,Spain,2015,318.1631252,gCO2/kWh,EEA
ES,Spain,2016,266.0910481,gCO2/kWh,EEA
ES,Spain,2017,304.3012182,gCO2/kWh,EEA
SE,Sweden,1990,5.726988748,gCO2/kWh,EEA
SE,Sweden,1991,11.26418182,gCO2/kWh,EEA
SE,Sweden,1992,12.53414914,gCO2/kWh,EEA
SE,Sweden,1993,14.49272111,gCO2/kWh,EEA
SE,Sweden,1994,19.94652201,gCO2/kWh,EEA
SE,Sweden,1995,16.39994144,gCO2/kWh,EEA
SE,Sweden,1996,42.55006781,gCO2/kWh,EEA
SE,Sweden,1997,18.9536157,gCO2/kWh,EEA
SE,Sweden,1998,20.67038745,gCO2/kWh,EEA
SE,Sweden,1999,16.12809481,gCO2/kWh,EEA
SE,Sweden,2000,14.20037456,gCO2/kWh,EEA
SE,Sweden,2001,16.4883255,gCO2/kWh,EEA
SE,Sweden,2002,22.49103684,gCO2/kWh,EEA
SE,Sweden,2003,31.4986213,gCO2/kWh,EEA
SE,Sweden,2004,16.91383781,gCO2/kWh,EEA
SE,Sweden,2005,13.49664725,gCO2/kWh,EEA
SE,Sweden,2006,16.9584204,gCO2/kWh,EEA
SE,Sweden,2007,14.44647661,gCO2/kWh,EEA
SE,Sweden,2008,14.38281958,gCO2/kWh,EEA
SE,Sweden,2009,14.13124537,gCO2/kWh,EEA
SE,Sweden,2010,20.87138154,gCO2/kWh,EEA
SE,Sweden,2011,14.17988632,gCO2/kWh,EEA
SE,Sweden,2012,10.7418224,gCO2/kWh,EEA
SE,Sweden,2013,10.89790201,gCO2/kWh,EEA
SE,Sweden,2014,8.912269352,gCO2/kWh,EEA
SE,Sweden,2015,7.502900754,gCO2/kWh,EEA
SE,Sweden,2016,8.37346862,gCO2/kWh,EEA
SE,Sweden,2017,9.274772239,gCO2/kWh,EEA
UK,United Kingdom,1990,680.7041358,gCO2/kWh,EEA
UK,United Kingdom,1991,667.3035586,gCO2/kWh,EEA
UK,United Kingdom,1992,637.5804281,gCO2/kWh,EEA
UK,United Kingdom,1993,576.5092093,gCO2/kWh,EEA
UK,United Kingdom,1994,548.3614816,gCO2/kWh,EEA
UK,United Kingdom,1995,531.6473986,gCO2/kWh,EEA
UK,United Kingdom,1996,518.2061075,gCO2/kWh,EEA
UK,United Kingdom,1997,487.1210878,gCO2/kWh,EEA
UK,United Kingdom,1998,484.6695465,gCO2/kWh,EEA
UK,United Kingdom,1999,458.1898784,gCO2/kWh,EEA
UK,United Kingdom,2000,481.7410487,gCO2/kWh,EEA
UK,United Kingdom,2001,501.5907872,gCO2/kWh,EEA
UK,United Kingdom,2002,492.1631379,gCO2/kWh,EEA
UK,United Kingdom,2003,500.5140428,gCO2/kWh,EEA
UK,United Kingdom,2004,511.7144769,gCO2/kWh,EEA
UK,United Kingdom,2005,501.2091717,gCO2/kWh,EEA
UK,United Kingdom,2006,525.4276502,gCO2/kWh,EEA
UK,United Kingdom,2007,513.6213499,gCO2/kWh,EEA
UK,United Kingdom,2008,507.51642,gCO2/kWh,EEA
UK,United Kingdom,2009,461.9184767,gCO2/kWh,EEA
UK,United Kingdom,2010,469.4963165,gCO2/kWh,EEA
UK,United Kingdom,2011,452.1129191,gCO2/kWh,EEA
UK,United Kingdom,2012,500.4531516,gCO2/kWh,EEA
UK,United Kingdom,2013,465.3155591,gCO2/kWh,EEA
UK,United Kingdom,2014,422.8783583,gCO2/kWh,EEA
UK,United Kingdom,2015,370.3092961,gCO2/kWh,EEA
UK,United Kingdom,2016,299.6945787,gCO2/kWh,EEA
UK,United Kingdom,2017,268.5214422,gCO2/kWh,EEA
TR,Turkey,1990,661.6845458,gCO2/kWh,EEA
TR,Turkey,1991,658.9937853,gCO2/kWh,EEA
TR,Turkey,1992,660.3472978,gCO2/kWh,EEA
TR,Turkey,1993,611.3665186,gCO2/kWh,EEA
TR,Turkey,1994,658.720915,gCO2/kWh,EEA
TR,Turkey,1995,615.9803729,gCO2/kWh,EEA
TR,Turkey,1996,604.7238177,gCO2/kWh,EEA
TR,Turkey,1997,622.7858151,gCO2/kWh,EEA
TR,Turkey,1998,653.2582537,gCO2/kWh,EEA
TR,Turkey,1999,674.4811955,gCO2/kWh,EEA
TR,Turkey,2000,687.0366273,gCO2/kWh,EEA
TR,Turkey,2001,726.9948503,gCO2/kWh,EEA
TR,Turkey,2002,659.0198204,gCO2/kWh,EEA
TR,Turkey,2003,611.6167177,gCO2/kWh,EEA
TR,Turkey,2004,581.6595382,gCO2/kWh,EEA
TR,Turkey,2005,593.5663335,gCO2/kWh,EEA
TR,Turkey,2006,560.3797785,gCO2/kWh,EEA
TR,Turkey,2007,606.6554011,gCO2/kWh,EEA
TR,Turkey,2008,617.2700116,gCO2/kWh,EEA
TR,Turkey,2009,630.7174613,gCO2/kWh,EEA
TR,Turkey,2010,543.9613357,gCO2/kWh,EEA
TR,Turkey,2011,551.262057,gCO2/kWh,EEA
TR,Turkey,2012,532.5683833,gCO2/kWh,EEA
TR,Turkey,2013,516.6036718,gCO2/kWh,EEA
TR,Turkey,2014,550.5431259,gCO2/kWh,EEA
TR,Turkey,2015,540.3704828,gCO2/kWh,EEA
TR,Turkey,2016,552.9639574,gCO2/kWh,EEA
TR,Turkey,2017,541.4304669,gCO2/kWh,EEA
IS,Island,1990,3.067338009,gCO2/kWh,EEA
IS,Island,1991,3.435452639,gCO2/kWh,EEA
IS,Island,1992,3.051760142,gCO2/kWh,EEA
IS,Island,1993,1.29952027,gCO2/kWh,EEA
IS,Island,1994,1.192940065,gCO2/kWh,EEA
IS,Island,1995,2.433616915,gCO2/kWh,EEA
IS,Island,1996,1.822980531,gCO2/kWh,EEA
IS,Island,1997,1.193288626,gCO2/kWh,EEA
IS,Island,1998,0.201254687,gCO2/kWh,EEA
IS,Island,1999,0.034780124,gCO2/kWh,EEA
IS,Island,2000,0.388319634,gCO2/kWh,EEA
IS,Island,2001,0.348285515,gCO2/kWh,EEA
IS,Island,2002,0.351970732,gCO2/kWh,EEA
IS,Island,2003,0.327569337,gCO2/kWh,EEA
IS,Island,2004,0.731355149,gCO2/kWh,EEA
IS,Island,2005,0.900204621,gCO2/kWh,EEA
IS,Island,2006,0.916908108,gCO2/kWh,EEA
IS,Island,2007,1.84653611,gCO2/kWh,EEA
IS,Island,2008,0.411908442,gCO2/kWh,EEA
IS,Island,2009,0.320695087,gCO2/kWh,EEA
IS,Island,2010,0.490432498,gCO2/kWh,EEA
IS,Island,2011,-0.03922161,gCO2/kWh,EEA
IS,Island,2012,-0.089447331,gCO2/kWh,EEA
IS,Island,2013,0.09478676,gCO2/kWh,EEA
IS,Island,2014,-0.014681928,gCO2/kWh,EEA
IS,Island,2015,0.102043606,gCO2/kWh,EEA
IS,Island,2016,0.097093766,gCO2/kWh,EEA
IS,Island,2017,0.015958094,gCO2/kWh,EEA
NO,Norway,1990,0.902486192,gCO2/kWh,EEA
NO,Norway,1991,1.004517795,gCO2/kWh,EEA
NO,Norway,1992,0.386208693,gCO2/kWh,EEA
NO,Norway,1993,0.494971841,gCO2/kWh,EEA
NO,Norway,1994,1.304692885,gCO2/kWh,EEA
NO,Norway,1995,1.442709086,gCO2/kWh,EEA
NO,Norway,1996,1.813836031,gCO2/kWh,EEA
NO,Norway,1997,1.293216814,gCO2/kWh,EEA
NO,Norway,1998,1.318811349,gCO2/kWh,EEA
NO,Norway,1999,1.647935388,gCO2/kWh,EEA
NO,Norway,2000,1.408813801,gCO2/kWh,EEA
NO,Norway,2001,2.413431128,gCO2/kWh,EEA
NO,Norway,2002,1.531319427,gCO2/kWh,EEA
NO,Norway,2003,2.275124268,gCO2/kWh,EEA
NO,Norway,2004,3.020153099,gCO2/kWh,EEA
NO,Norway,2005,2.34558285,gCO2/kWh,EEA
NO,Norway,2006,2.960543082,gCO2/kWh,EEA
NO,Norway,2007,6.297827976,gCO2/kWh,EEA
NO,Norway,2008,2.871736674,gCO2/kWh,EEA
NO,Norway,2009,52.06732061,gCO2/kWh,EEA
NO,Norway,2010,21.16688247,gCO2/kWh,EEA
NO,Norway,2011,21.12878554,gCO2/kWh,EEA
NO,Norway,2012,20.27130429,gCO2/kWh,EEA
NO,Norway,2013,20.97827516,gCO2/kWh,EEA
NO,Norway,2014,21.27207066,gCO2/kWh,EEA
NO,Norway,2015,19.8369416,gCO2/kWh,EEA
NO,Norway,2016,18.27134679,gCO2/kWh,EEA
NO,Norway,2017,18.92324587,gCO2/kWh,EEA
